!Sample_title	PRB12546 MixA	PRB12547 MixA	PRB12548 MixA	PRB12549 MixB	PRB12550 MixB	PRB12551 MixB	PRB12552 MixC	PRB12553 MixC	PRB12554 MixC	PRB12555 MixD	PRB12556 MixD	PRB12557 MixD
220849_at	26.166	33.067	112.863	76.842	61.967	88.062	14.368	55.549	40.367	98.041	78.079	130.761
220850_at	25.314	3.714	8.791	10.914	15.97	19.128	18.803	20.739	3.381	52.547	8.794	3.453
220851_at	85.89	75.673	156.897	99.791	93.604	86.882	92.504	86.241	38.493	21.266	11.364	56.374
220852_at	71.397	25.867	20.49	21.165	38.452	11.819	81.349	19.085	88.895	65.152	20.005	15.087
220853_at	238.501	208.2	201.887	177.491	234.171	249.292	137.595	152.22	293.747	269.826	142.462	266.032
220854_at	43.742	33.714	84.35	101.943	59.473	87.057	88.965	77.209	48.959	78.934	8.441	49.662
220855_at	4.331	4.092	4.31	6.301	3.948	4.849	33.266	5.049	5.649	16.768	6.619	54.866
220856_x_at	1420.846	1647.089	1399.843	1535.453	1566.493	1871.093	1502.813	1708.74	1368.007	1636.556	1830.843	1554.85
220857_at	139.695	118.436	107.106	105.588	126.052	121.288	107.334	133.098	141.801	164.689	76.502	153.532
220858_at	106.845	73.333	28.427	23.9	18.491	8.551	121.139	79.771	85.987	33.213	43.873	65.994
220859_at	18.214	15.8	24.702	9.772	68.801	29.33	8.578	17.321	3.584	28.461	19.995	11.705
220860_at	73.562	52.698	53.365	60.485	67.907	72.12	52.413	55.358	39.031	66.041	28.383	84.094
220861_at	9.035	3.125	41.035	11.699	6.493	13.474	12.399	28.267	44.937	8.929	5.322	9.551
220862_s_at	22.395	26.415	17.45	23.731	16.138	20.745	23.101	28.026	36.374	15.811	23.478	29.821
220863_at	60.836	26.646	60.678	96.128	25.035	72.563	82.689	62.75	213.952	145.354	35.535	48.259
220864_s_at	10667.115	9760.127	10581.979	8712.196	10913.735	9490.552	13175.567	9787.011	9383.352	9702.911	9280.287	9602.076
220865_s_at	2021.155	1963.542	2035.081	1862.84	2008.297	2094.186	2319.657	2208.633	2244.12	1881.499	2232.65	2304.676
220866_at	117.601	78.072	92.195	77.932	145.651	90.788	36.133	146.608	46.674	123.587	14.689	36.546
220867_s_at	192.953	50.033	120.879	93.576	194.641	185.052	59.778	20.573	135.682	173.856	54.37	118.581
220868_s_at	15.227	73.589	23.848	80.417	18.89	74.936	55.075	17.204	117.591	73.701	24.775	13.637
220869_at	107.354	90.194	71.314	90.273	79.864	139.884	66.545	96.206	135.409	121.268	64.805	148.655
220870_at	138.434	149.172	192.496	64.621	163.506	135.219	198.449	58.569	97.559	220.106	26.018	126.576
220871_at	9.296	7.76	97.494	114.24	20.051	37.24	12.15	56.561	180.453	24.057	32.955	110.673
220872_at	11.084	70.039	10.284	9.315	82.331	27.977	35.523	77.071	52.389	70.332	29.551	24.387
220873_at	70.834	49.683	131.39	88.55	181.324	98.408	144.604	116.293	142.13	126.288	102.737	95.719
220874_at	67.449	56.391	10.362	48.782	5.343	105.842	28.795	59.032	46.015	25.079	20.213	19.233
220875_at	48.69	136.88	57.82	66.431	89.722	94.916	20.857	113.516	118.94	126.421	84.362	89.256
220876_at	11.128	3.501	12.992	5.34	16.539	13.207	10.923	9.07	2.599	13.101	6.772	12.684
220877_at	142.853	11.288	25.603	89.645	28.906	13.197	52.423	108.259	124.958	86.795	99.354	104.869
220878_at	7.739	2.951	3.786	3.51	5.409	1.834	4.361	9.42	4.067	12.305	2.093	14.625
220879_at	222.63	196.036	151.151	167.295	185.346	133.857	209.039	153.714	339.395	299.942	39.676	160.253
220880_at	10.705	31.372	9.595	6.354	98.278	6.698	6.219	61.874	46.391	5.771	24.549	9.322
220881_at	147.455	128.703	149.813	88.975	158.036	163.176	84.748	150.823	176.425	202.678	27.84	159.276
220882_at	19.059	10.29	21.444	16.399	27.932	16.073	18.245	25.319	16.016	20.786	13.492	18.709
220883_at	164.734	104.739	72.03	62.847	112.206	101.118	86.947	120.822	125.571	160.768	79.555	154.306
220884_at	6.139	4.217	4.022	12.673	3.968	3.232	15.272	6.15	3.508	1.232	18.34	19.858
220885_s_at	486.772	456.054	514.071	338.169	523.564	292.111	388.093	471.21	451.464	384.262	415.317	415.727
220886_at	67.237	40.634	101.105	58.587	135.058	96.062	96.359	62.004	168.497	74.854	85.853	113.385
220887_at	190.636	177.632	168.37	103.941	68.516	95.771	115.201	138.776	219.492	119.167	183.453	142.706
220888_s_at	5.329	4.974	9.631	8.346	19.758	3.553	9.842	13.762	10.173	15.4	2.326	9.547
220889_s_at	81.208	40.483	32.848	29.288	46.507	49.205	45	28.133	37.749	19.295	1.114	84.88
220890_s_at	3392.173	3315.211	3508.893	4352.04	4330.625	4107.469	4643.012	4477.802	4495.877	3755.327	3901.46	4206.635
220891_at	39.27	41.801	11.378	13.138	6.861	55.371	40.453	53.336	18.826	8.542	20.475	48.412
220893_at	67.89	80.385	54.274	58.665	97.876	105.732	72.287	88.704	116.202	52.255	51.463	69.398
220894_x_at	124.392	101.98	102.88	109.187	93.009	73.063	167.134	137.327	70.457	119.563	107.815	66.787
220895_at	57.453	15.33	36.087	15.92	22.992	11.609	13.902	29.213	164.839	15.293	17.978	64.418
220896_at	21.615	15.815	15.708	12.459	24.475	25.53	12.806	25.074	26.442	18.111	21.723	18.859
220897_at	91.136	162.933	95.208	43.589	155.553	145.873	55.78	110.794	142.346	176.297	102.83	95.8
220898_at	94.135	137.432	92.495	92.708	16.264	137.806	87.612	130.722	71.698	104.229	112.586	114.502
220899_at	51.012	38.543	60.607	61.346	21.07	64.868	16.742	77.677	40.147	84.456	56.675	88.182
220900_at	5.333	7.935	4.476	13.492	2.829	29.233	3.199	4.334	22.456	3.221	17.993	30.674
220901_at	82.092	74.884	102.926	82.117	158.793	118.548	85.405	152.877	138.943	84.394	61.657	133.422
220902_at	101.403	89.726	10.925	19.199	37.825	98.75	48.36	66.827	42.113	38.102	66.177	58.683
220903_at	12.534	49.128	13.676	82.824	42.02	76.803	51.57	19.61	58.261	14.818	11.267	16.238
220904_at	42.677	22.668	25.216	108.918	11.87	26.098	19.139	185.411	36.848	34.999	27.481	8.726
220905_at	164.996	133.684	92.421	76.371	233.418	168.637	99.383	110.993	234.357	115.267	155.753	111.396
220906_at	79.8	97.79	130.338	153.349	147.843	112.19	110.247	119.485	97.894	23.141	56.649	92.046
220907_at	29.822	13.749	6.01	14.93	45.122	23.367	6.898	9.468	19.431	83.982	11.056	20.514
220908_at	40.029	53.362	96.727	59.996	102.068	10.417	111.052	41.252	85.283	69.184	104.676	31.22
220909_at	87.033	86.181	105.761	17.875	121.621	10.498	42.414	128.032	32.153	104.255	115.3	17.181
220910_at	147.694	89.288	94.601	101.694	115.726	100.585	161.105	89.827	109.376	124.915	114.523	73.182
220911_s_at	19.656	14.886	6.915	15.677	14.485	21.141	13.544	19.16	23.205	30.055	17.242	37.685
220912_at	41.636	9.322	44.225	82.223	26.616	33.581	38.361	50.531	78.956	31.773	14.946	45.027
220913_at	38.178	3.897	6.729	17.864	14.001	16.588	14.483	41.786	22.247	20.14	7.772	51.732
220914_at	92.059	141.407	83.14	155.208	97.96	141.295	118.773	123.121	26.034	124.911	131.565	44.558
220915_s_at	199.049	168.105	133.102	210.163	291.679	215.081	131.253	235.217	182.246	139.723	147.768	204.361
220916_at	81.61	76.041	47.171	49.481	97.064	69.523	63.95	68.499	57.75	43.643	25.21	15.544
220917_s_at	438.096	390.418	430.656	539.807	547.805	562.947	285.634	310.546	384.821	446.332	405.089	445.588
220918_at	213.403	186.98	204.993	132.041	141.386	195.11	145.65	169.538	169.925	266.92	177.235	224.092
220919_s_at	2.404	2.304	3.042	1.025	2.726	36.503	5.209	4.296	8.009	6.833	1.385	2.134
220920_at	20.097	24.273	8.716	12.626	17.435	9.755	9.1	11.819	3.129	9.098	5.123	14.41
220921_at	17.486	30.762	50.908	51.192	31.887	55.53	54.814	52.034	37.472	5.471	6.22	37.921
220922_s_at	37.805	28.602	50.468	154.4	76.1	7.415	10.916	6.226	20.441	8.995	8.624	7.496
220923_s_at	9.532	7.457	10.69	23.39	25.957	15.192	8.868	13.164	19.159	17.665	6.967	18.501
220924_s_at	3873.959	3736.852	3808.683	3627.766	3466.106	3766.949	4266.02	4209.867	4221.21	3998.123	3689.45	3929.55
220925_at	1452.193	1439.709	1522.84	1530.12	1288.533	1529.995	1808.187	1876.133	1747.438	1505.141	1562.669	1529.743
220926_s_at	2053.429	2049.501	1872.932	1649.84	1396.864	1548.728	1874.679	1903.851	1581.05	1888.519	2158.573	1872.842
220927_s_at	11.294	10.412	14.828	8.384	8.964	14.023	20.169	7.561	27.398	12.605	6.245	17.144
220928_s_at	29.044	54.251	45.492	13.252	83.653	10.127	21.008	54.666	62.98	39.852	7.08	93.525
220929_at	110.556	59.047	100.753	118.653	66.265	68.234	81.109	124.261	82.514	119.995	108.262	121.633
220930_s_at	82.315	44.468	6.258	4.819	94.627	12.584	19.582	58.545	39.949	57.509	45.362	64.396
220931_at	108.645	58.764	37.2	51.895	56.643	69.201	27.374	74.991	73.968	86.575	51.384	56.277
220932_at	10.502	4.074	8.417	10.503	11.786	18.485	15.733	5.63	6.182	19.519	5.536	17.065
220933_s_at	641.951	604.742	576.526	612.457	598.964	629.386	491.535	599.735	499.983	589.582	646.214	495.033
220934_s_at	1114.904	933.896	968.848	997.753	1230.689	1242.923	1360.867	1229.725	1026.279	999.77	1229.98	969.549
220935_s_at	969.235	861.562	881.918	745.006	723.366	687.42	658.901	646.352	1130.76	706.375	821.375	635.4
220936_s_at	67.621	90.971	18.208	19.591	10.822	47.065	54.764	68.034	84.575	48.255	89.775	55.898
220937_s_at	1208.213	1026.271	1184.614	1302.998	1447.675	1423.439	1269.395	1003.544	1033.446	1107.435	1170.739	1052.544
220938_s_at	624.289	443.16	575.394	506.829	516.221	464.36	582.29	559.074	544.222	449.218	505.675	619.725
220939_s_at	1493.626	1814.37	1563.926	1890.289	1562.455	1892.299	1660.041	1577.624	1591.176	1559.551	1748.445	1815.203
220940_at	405.336	324.983	287.162	233.738	213.848	257.958	200.791	210.24	128.791	176.241	235.329	190.169
220941_s_at	298.21	375.324	423.006	254.471	420.95	296.324	431.344	384.965	474.115	361.457	295.813	353.562
220942_x_at	6220.808	6370.729	6587.261	7851.8	8572.04	9328.812	7464.355	6770.443	5945.421	7128.272	6192.13	6372.146
220943_s_at	176.566	171.998	121.918	348.68	196.467	297.143	224.177	366.759	183.84	239.276	374.43	281.767
220944_at	174.128	144.067	272.612	201.3	235.14	327.379	221.732	150.444	172.971	242.894	136.774	274.05
220946_s_at	239.633	264.334	311.948	255.035	286.816	357.947	287.176	227.254	231.151	223.068	221.929	257.765
220947_s_at	1847.008	1701.711	1783.168	1731.86	1708.061	1544.241	1667.841	1642.124	1705.791	1591.66	1722.451	1589.081
220948_s_at	4361.843	4780.092	4282.896	5056.759	4991.446	5175.393	6575.284	6278.42	5098.725	5260.486	5874.539	5330.543
220949_s_at	1683.115	1716.804	1889.545	1563.932	2459.902	1676.374	2163.584	1941.454	2161.614	1920.574	1943.68	1929.173
220950_s_at	46.535	49.687	54.608	73.414	55.075	183.002	53.528	53.46	19.258	47.24	48.316	48.204
220951_s_at	289.945	218.674	193.876	202.929	292.747	148.9	231.144	180.001	194.504	220.585	197.72	184.158
220952_s_at	308.503	283.346	258.559	82.501	80.793	90.292	83.834	112.339	75.134	99.725	69.36	129.431
220953_s_at	382.025	338.168	309.302	460.474	515.974	512.12	324.432	330.686	351.857	376.069	322.155	319.969
220954_s_at	756.085	781.267	619.819	699.282	596.905	542.86	766.816	746.459	680.557	814.575	904.005	658.28
220955_x_at	347.484	390.494	530.367	253.746	333.91	276.735	280.125	304.893	367.698	274.979	254.832	307.58
220956_s_at	1434.448	1300.631	1299.641	1018.768	1411.76	1088.465	1395.771	1078.793	1242.067	1285.468	1348.618	1117.742
220957_at	97.487	126.406	84.706	65.216	80.713	88.655	78.226	101.766	96.847	101.836	66.11	106.493
220958_at	93.312	71.98	112.639	40.181	164.555	97.452	33.608	39.54	133.578	43.888	84.81	65.124
220959_s_at	14.02	99.047	76.992	84.748	60.458	47.664	15.346	83.41	67.851	12.295	125.388	56.008
220960_x_at	28193.564	29103.664	35061.402	26965.346	43184.121	34705.047	32411.939	30852.098	38059.781	37153.387	25746.236	35247.68
220961_s_at	166.449	160.078	142.512	172.232	188.045	171.05	122.141	176.932	139.517	138.86	150.9	160.925
220962_s_at	293.308	357.006	317.863	263.621	433.791	302.472	394.66	291.909	172.742	441.717	273.817	360.004
220963_s_at	79.376	112.223	111.248	197.749	135.377	165.398	140.85	268.581	169.408	151.324	153.133	110.449
220964_s_at	1604.113	1669.219	1727.739	1576.579	1674.887	1409.624	1556.673	2029.746	1786.028	1489.395	1750.964	1824.577
220965_s_at	19.328	38.184	32.454	56.572	75.006	62.058	26.031	41.224	94.841	23.535	85.691	58.689
220966_x_at	4055.056	4079.359	3797.421	4685.949	3952.462	4672.816	5821.724	5656.168	4845.083	5076.878	5065.32	5185.344
220967_s_at	300.478	344.781	167.056	304.805	280.74	296.034	221.142	181.336	185.5	182.103	206.342	264.398
220968_s_at	161.121	173.424	118.707	240.548	156.069	77.419	156.065	111.729	182.529	150.413	181.687	121.313
220969_s_at	194.17	222.456	241.632	218.106	192.189	236.438	253.164	247.665	241.843	235.702	334.974	359.25
220970_s_at	11.039	22.493	11.675	15.402	28.113	13.085	12.713	21.35	18.323	27.481	15.716	14.534
220971_at	34.286	22.247	15.839	22.82	32.35	86.095	29.05	20.139	10.978	16.606	29.027	55.5
220972_s_at	8.246	11.747	6.543	6.616	6.128	3.286	9.121	1.652	2.879	12.251	5.08	11.506
220973_s_at	747.996	779.988	664.914	528.021	574.815	496.156	552.49	531.439	620.868	691.342	731.311	699.568
220974_x_at	709.021	1021.63	968.482	386.013	325.012	262.855	648.971	592.49	843.853	876.955	804.99	489.49
220975_s_at	197.505	188.436	149.002	133.61	176.803	111.217	150.719	101.247	74.557	122.815	127.682	234.927
220976_s_at	16.459	19.708	13.542	36.72	53.85	15.221	61.939	20.745	19.487	137.236	43.316	30.748
220977_x_at	51.863	116.014	98.543	183.709	49.874	126.153	26.931	73.347	88.173	68.7	119.534	74.418
220978_at	82.309	68.631	52.703	42.539	128.567	11.399	9.784	15.519	14.614	110.919	4.779	53.295
220979_s_at	80.321	74.301	35.641	48.041	102.788	68.144	65.806	82.559	79.159	72.787	34.537	73.631
220980_s_at	2724.403	2604.862	2971.204	2571.097	2393.275	2230.469	3050.18	2573.136	3198.067	3015.047	2906.594	3488.84
220981_x_at	153.063	37.574	188.25	96.598	197.147	75.761	38.405	236.268	45.906	96.926	146.044	116.781
220982_s_at	13.621	13.76	18.816	13.915	17.998	20.204	18.508	13.549	13.893	42.178	7.789	16.753
220983_s_at	74.438	16.792	16.065	8.856	24.321	11.931	24.124	7.488	10.306	8.635	64.437	15.603
220984_s_at	34.711	64.028	75.863	155.535	110.87	121.115	205.189	249.655	342.508	145.049	191.5	206.259
220985_s_at	462.32	474.03	405.409	433.879	361.595	410.216	330.987	352.938	342.499	347.386	441.042	386.981
220986_s_at	44.609	39.31	27.949	47.991	20.175	38.227	23.14	71.979	58.3	63.09	46.131	51.919
220987_s_at	312.644	284.142	474.229	398.721	598.907	444.295	336.217	186.366	497.753	382.031	260.778	335.545
220988_s_at	134.727	130.63	72.318	51.422	164.542	81.207	58.217	94.361	93.83	95.468	105.685	108.73
220989_s_at	199.16	219.774	219.694	69.831	155.304	211.565	256.028	74.717	228.847	246.842	148.976	205.539
220990_s_at	2330.167	2321.648	2348.594	2701.562	2085.888	2378.079	2712.844	2781.66	2564.9	2520.243	2745.071	2628.184
220991_s_at	82.901	104.108	58.863	73.944	64.355	78.893	42.328	57.851	86.384	73.086	75.121	115.83
220992_s_at	548.778	584.487	448.207	454.583	482.143	404.839	481.155	400.606	460.619	508.695	423.676	444.143
220993_s_at	137.039	170.973	164.319	92.187	95.452	102.395	241.372	161.855	259.876	238.52	136.036	125.142
220994_s_at	137.056	22.377	28.552	72.987	26.579	62.599	30.912	44.408	28.884	40.963	140.602	46.462
220995_at	159.781	82.148	103.154	103.538	118.023	70.992	92.838	111.918	148.812	209.638	108.367	188.045
220996_s_at	38.22	10.2	9.027	10.327	38.038	26.762	31.984	55.383	6.275	19.444	36.307	6.544
220997_s_at	40.946	79.525	65.843	8.325	10.741	13.633	4.576	5.373	7.425	8.549	50.94	97.163
220998_s_at	766.984	577.443	568.858	358.893	460.157	439.882	464.222	555.767	528.072	431.342	564.723	703.953
220999_s_at	890.775	794.413	906.254	1131.718	1369.785	1305.116	799.057	626.7	764.781	895.279	829.17	698.437
221000_s_at	121.103	160.403	85.994	24.525	21.54	84.603	22.437	97.78	165.888	29.826	100.481	85.183
221001_at	27.513	38.509	34.904	48.174	122.987	45.752	42.378	24.796	41.131	49.613	51.738	59.269
221002_s_at	1100.404	1099.034	1127.118	951.884	802.358	1005.941	795.469	669.773	1016.693	776.968	866.521	1009.739
221003_s_at	120.268	46.469	32.66	149.589	43.363	52.858	23.11	17.972	16.873	119.248	67.569	129.982
221005_s_at	397.158	314.248	414.477	410.03	302.135	391.089	323.961	265.619	221.409	229.247	339.544	337.908
221006_s_at	923.415	908.371	972.812	890.641	994.799	842.768	774.494	763.063	828.918	816.792	736.602	957.973
221007_s_at	1359.421	1274.337	1165.036	1184.781	904.93	1086.637	967.933	1166.512	1019.288	1103.877	1355.232	1031.644
221008_s_at	40.431	20.847	10.001	26.292	21.782	50.279	11.903	12.7	98.955	54.59	68.291	72.379
221009_s_at	21.395	34.747	53.687	13.031	57.779	50.525	21.936	64.02	44.82	10.714	60.998	16.359
221010_s_at	123.15	111.462	141.494	66.999	154.127	141.747	62.024	100.765	86.287	122.774	111.377	70.223
221011_s_at	255.203	280.98	224.37	218.816	271.977	327.755	204.225	131.159	184.125	228.287	193.184	211.633
221012_s_at	599.85	662.705	659.488	798.752	848.31	708.469	726.839	570.304	541.731	598.852	904.908	659.321
221013_s_at	108.161	49.101	73.322	52.485	70.433	143.583	108.73	51.922	22.592	24.915	22.419	37.323
221014_s_at	354.545	234.421	337.256	401.26	375.959	479.299	302.498	349.969	355.946	348.038	500.879	382.587
221015_s_at	130.689	202.22	135.216	140.609	175.548	179.521	89.075	118.37	154.082	148.471	159.882	171.349
221016_s_at	179.911	116.096	163.058	81.257	126.006	111.659	126.248	100.594	179.667	209.123	128.54	176.677
221017_s_at	8.707	6.654	8.982	10.552	19.85	13.749	16.449	9.995	29.016	10.385	7.888	18.597
221018_s_at	128.103	71.371	80.376	63.952	31.083	106.401	50.283	47.693	53.973	40.769	52.348	36.177
221019_s_at	123.676	54.48	92.195	96.831	49.8	23.829	74.855	100.432	93.851	10.608	72.353	98.833
221020_s_at	3952.177	3908.076	3342.71	5209.971	4303.184	5221.716	3967.968	4737.274	3579.165	4030.772	4370.909	4415.733
221021_s_at	807.179	770.769	706.435	741.837	724.375	602.949	979.541	667.317	786.52	928.859	626.565	893.238
221022_s_at	135.939	67.611	56.742	135.13	150.478	105.435	139.46	98.872	54.386	52.314	67.675	47.798
221023_s_at	73.68	45.462	33.889	58.425	60.114	58.609	118.797	103.206	99.167	101.265	68.492	35.243
221024_s_at	16.277	14.72	82.681	14.669	5.073	10.618	76.401	34.881	28.644	23.333	96.706	48.167
221025_x_at	497.964	500.706	502.313	367.313	655.523	348.955	445.227	524.835	512.442	586.443	405.06	659.376
221026_s_at	7.631	3.516	4.024	4.284	4.903	10.692	15.242	13.996	4.015	4.422	5.073	9.155
221027_s_at	838.305	950.329	836.387	989.521	933.073	1138.63	648.809	682.125	569.403	702.914	799.92	743.882
221028_s_at	284.668	263.318	311.379	296.972	264.71	133.224	163.797	253.792	288.899	384.761	231.917	252.329
221029_s_at	19.873	4.852	6.136	7.59	6.842	11.284	10.428	12.59	12.243	12.974	11.182	14.304
221030_s_at	130.589	123.405	99.55	20.633	108.572	26.357	109.674	84.792	127.261	23.75	76.528	47.306
221031_s_at	117.503	116.977	66.67	113.395	177.473	161.421	127.79	138.698	182.033	76.893	120.106	133.501
221032_s_at	62.077	17.548	89.711	16.304	35.987	51.216	69.377	57.306	41.743	71.207	32.632	59.013
221033_s_at	149.312	62.503	20.055	63.442	29.012	103.842	68.313	16.985	108.847	94.051	54.776	23.001
221034_s_at	121.188	7.941	97.023	22.983	8.52	6.862	66.496	86.247	145.286	99.173	31.844	69.054
221035_s_at	6.905	19.01	4.051	41.413	81.717	52.452	13.01	18.087	21.503	9.309	19.071	17.258
221036_s_at	468.188	423.721	474.301	396.711	533.245	380.021	458.514	433.318	663.236	482.11	373.09	434.919
221037_s_at	13.153	24.941	17.79	1.527	21.608	0.473	30.338	8.206	20.206	12.367	11.341	24.598
221038_at	189.663	174.722	93.15	130.031	94.172	188.193	203.343	202.943	125.395	188.831	164.934	155.649
221039_s_at	614.038	596.107	626.51	470.929	697.723	610.622	464.992	508.384	609.219	647.519	608.805	592.206
221040_at	54.817	52.783	17.321	30.287	75.648	6.262	4.906	31.761	41.646	54.863	3.994	30.404
221041_s_at	1565.661	1456.431	1169.35	1480.479	1576.968	1293.801	1302.078	1217.057	1154.271	1373.269	1281.921	1508.045
221042_s_at	66.372	6.629	7.796	6.476	13.659	10.654	6.948	7.534	14.201	17.919	11.345	8.798
221043_at	92.923	19.77	114.277	49.934	131.681	70.813	126.523	100.708	43.15	132.857	54.385	145.893
221044_s_at	221.108	181.566	171.503	429.52	349.376	328.931	390.89	391.212	329.945	319.135	297.762	296.705
221045_s_at	224.248	186.383	127.076	172.498	122.7	205.759	95.698	144.711	117.956	139.428	140.88	138.231
221046_s_at	1536.561	1548.69	1423.03	1744.384	1325.677	1659.511	1810.527	1621.869	1445.816	1404.142	1822.373	1588.088
221047_s_at	89.538	84.242	154.231	185.121	192.303	265.123	356.981	344.571	361.835	179.837	234.346	192.381
221048_x_at	164.125	144.328	185.033	196.853	106.949	78.924	156.239	179.4	73.088	43.832	49.634	153.664
221049_s_at	195.441	138.95	77.893	133.047	194.222	119.044	209.617	98.993	55.13	94.645	82.162	98.801
221050_s_at	779.047	798.374	743.326	872.325	676.571	786.636	781.043	754.148	764.533	736.71	1011.013	703.481
221051_s_at	34.894	16.31	37.812	22.889	97.28	22.342	39.434	29.567	23.28	109.044	36.507	38.502
221052_at	127.746	143.233	184.459	186.949	158.228	96.342	163.162	147.185	186.312	107.175	122.775	211.142
221053_s_at	96.806	58.309	91.466	73.19	106.28	119.96	95.849	67.512	61.834	97.316	60.851	140.217
221054_s_at	10.337	10.938	17.142	47.928	9.297	53.866	19.036	5.085	9.954	64.019	3.948	39.572
221056_x_at	390.071	438.232	366.656	346.63	329.342	451.411	296.813	313.366	325.79	337.926	340.09	402.276
221057_at	31.404	39.081	50.764	45.023	47.814	42.581	37.748	35.21	45.175	14.439	26.023	44.386
221058_s_at	2105.026	2078.715	2069.554	1629.696	1930.8	1614.581	3287.338	3744.946	2533.234	2367.924	1718.239	2595.459
221059_s_at	8133.735	8458.963	7931.514	9364.911	9906.523	10158.063	8203.955	8156.336	8228.428	8842.691	8437.114	8904.043
221060_s_at	241.274	215.586	278.119	154.406	220.874	159.624	255.855	199.796	287.966	256.15	269.782	240.956
221061_at	147.801	70.387	86.397	50.177	33.703	100.623	100.952	28.105	70.828	37.704	45.849	186.507
221062_at	164.16	55.114	205.647	82.127	113.45	65.674	143.286	84.13	115.805	150.408	52.909	205.036
221063_x_at	649.108	485.527	584.199	462.289	651.045	443.162	547.695	614.146	323.461	499.11	445.809	596.403
221064_s_at	243.597	265.422	186.803	308.309	244.719	265.943	365.411	289.224	235.861	262.86	362.223	313.104
221065_s_at	92.476	9.136	49.734	79.464	36.568	8.353	11.461	16.087	89.891	104.031	16.585	9.96
221066_at	7.8	3.525	8.078	5.124	8.857	3.355	7.503	7.778	3.776	6.901	8.019	5.536
221067_s_at	181.718	153.644	171.839	193.198	230.178	259.944	224.422	249.37	236.333	178.103	190.443	201.469
221068_at	23.522	24.629	55.213	85.368	34.605	10.351	54.857	79.169	24.052	33.08	10.61	138.779
221069_s_at	907.689	897.733	770.134	948.146	1121.694	974.163	1036.149	917.886	1040.341	878.472	1081.763	974.176
221070_s_at	6.47	13.024	5.746	11.011	5.334	6.771	6.545	33.624	2.599	19.932	8.827	16.436
221071_at	122.875	20.438	130.857	130.883	114.645	202.131	115.698	112.353	107.069	83.263	111.005	65.806
221072_at	19.818	82.992	41.544	16.008	18.548	31.108	53.748	26.156	37.34	45.794	25.861	34.234
221073_s_at	395.803	355.891	443.405	300.263	477.238	402.813	356.042	473.774	421.869	428.004	421.976	430.721
221074_at	31.308	23.745	36.08	45.294	18.399	24.306	30.721	54.281	19.805	28.89	28.732	21.452
221075_s_at	11.497	14.24	22.407	19.191	18.272	27.681	26.631	80.129	9.124	18.015	16.155	10.18
221076_at	9.513	4.24	4.472	11.645	48.575	36.958	4.354	3.125	2.041	11.323	4.158	17.521
221077_at	262.875	244.378	133.438	152.618	256.178	276.565	195.761	224.531	158.709	199.35	159.725	295.359
221078_s_at	619.494	697.117	542.318	684.132	800.742	581.583	438.419	441.443	478.133	436.253	481.737	431.982
221079_s_at	861.468	734.747	764.819	882.33	580.024	722.635	556.566	682.907	569.816	712.288	708.951	576.698
221080_s_at	744.112	733.172	832.376	780.336	843.349	759.681	717.334	833.838	904.258	889.271	657.371	923.768
221081_s_at	1092.365	1156.511	1285.752	2353.522	2471.375	2349.864	4488.244	4533.267	4949.662	2586.748	2801.926	3102.309
221082_s_at	489.554	570.34	554.78	511.55	674.898	544.247	424.409	609.304	479.505	579.06	492.754	460.072
221083_at	65.519	23.574	71.934	110.085	19.346	69.22	10.73	24.31	35.615	17.699	9.684	22.989
221084_at	71.847	100.735	72.842	76.413	154.839	130.107	156.14	137.702	98.044	128.528	25.072	107.131
221085_at	59.656	50.339	52	62.898	69.652	77.825	65.581	13.112	79.209	43.986	47.751	48.549
221086_s_at	13.017	10.093	5.748	4.983	2.945	26.588	3.802	0.988	4.496	35.494	7.983	19.501
221087_s_at	231.557	240.777	229.695	588.831	465.022	576.427	470.554	501.309	413.851	398.138	484.417	574.386
221088_s_at	48.848	34.428	47.535	18.647	100.972	6.514	22.459	45.295	22.337	39.144	33.349	68.109
221089_at	5.033	6.623	3.088	3.395	11.568	5.836	9.326	39.366	4.583	20.032	3.044	3.648
221090_s_at	1172.959	1280.959	1381.695	1450.317	1593.285	1533.579	1612.233	1576.646	1623.182	1536.958	1330.344	1385.118
221091_at	47.873	48.12	32.07	7.193	56.488	30.991	28.662	9.055	108.203	19.951	14.556	18.393
221092_at	171.249	153.175	176.071	296.02	273.926	356.521	192.773	187.059	245.618	188.479	203.659	225.456
221093_at	5.418	16.398	39.793	8.721	11.857	15.046	12.237	17.325	14.609	15.289	10.282	31.503
221094_s_at	999.116	844.134	947.247	876.802	902.498	1036.699	981.474	831.453	870.29	1025.614	804.996	1005.489
221095_s_at	20.536	26.106	26.234	28.436	37.481	23.321	24.792	16.925	23.318	30.554	19.177	26.451
221096_s_at	804.61	708.648	662.434	693.437	865.33	624.83	748.217	729.687	898.964	717.482	653.799	837.346
221097_s_at	115.767	108.164	96.64	149.203	175.471	196.048	138.047	105.369	184.421	162.616	143.715	182.021
221098_x_at	148.026	125.89	127.399	154.205	77.529	160.825	126.895	127.704	134.905	63.335	143.478	73.229
221099_at	99.095	103.656	47.904	33.984	48.027	148.235	99.134	33.591	188.554	157.539	28.33	37.155
221100_at	43.619	42.325	46.662	71.488	57.206	39.959	47.317	23.79	52.561	116.46	107.714	63.046
221101_at	10.86	7.866	11.171	8.547	7.719	14.045	8.132	8.92	6.278	28.747	2.934	15.784
