!Sample_title	PRB12534 Jurkat	PRB12535 Jurkat	PRB12536 Jurkat	PRB12537 IM-9	PRB12538 IM-9	PRB12539 IM-9	PRB12540 Raji	PRB12541 Raji	PRB12542 Raji	PRB12543 THP-1	PRB12544 THP-1	PRB12545 THP-1
217895_at	2117.342	2177.172	2213.882	2803.284	2899.924	2736.786	4004.73	3548.832	3910.026	1834.366	1715.609	1958.561
217896_s_at	685.754	579.094	654.022	763.654	791.269	688.417	919.818	757.243	771.639	1158.26	1008.542	787.488
217897_at	46.513	17.583	16.688	16.836	27.288	10.477	15.465	28.613	16.671	22.738	107.071	127.966
217898_at	2915.008	4168.295	3139.511	3391.994	3978.814	3881.037	3339.733	3259.107	3390.01	4187.837	5092.413	5472.241
217899_at	902.726	1092.119	601.957	1192.722	1245.873	1449.764	1260.597	812.534	1303.349	1259.781	968.411	1319.231
217900_at	5043.416	5984.777	5186.218	5775.999	5280.793	5644.873	7357.79	7554.837	6712.485	7794.931	8368.925	8405.927
217901_at	1240.86	1076.86	967.547	6034.205	4926.823	4446.218	42.556	76.841	24.019	993.615	1166.177	1560.258
217902_s_at	307.734	522.519	315.687	458.928	628.009	648.67	570.099	592.456	628.565	447.925	742.542	570.301
217903_at	675.191	584.363	570.632	579.09	562.788	578.769	633.783	749.297	630.33	779.269	758.554	699.402
217904_s_at	140.123	9.162	127.625	10.528	53.722	21.704	5.388	17.306	45.625	1171.549	882.606	894.126
217905_at	912.806	850.671	884.535	648.816	926.939	829.348	609.573	665.308	782.215	595.653	572.381	610.98
217906_at	3133.953	2745.453	2761.247	2611.611	2252.563	1948.273	3377.401	3303.411	3232.727	1171.108	920.391	1042.211
217907_at	5581.633	6567.295	6040.987	4717.364	5967.707	6291.939	5660.411	5335.431	5892.562	8172.289	8522.811	9202.445
217908_s_at	920.597	919.197	777.504	1369.951	1188.035	1123.491	2288.166	2283.892	1957.992	1553.878	1538.137	1353.641
217909_s_at	1657.779	1979.583	1905.03	1605.512	1664.3	1519.524	1131.672	1077.6	955.715	1572.317	1527.245	1568.202
217910_x_at	2287.562	1815.029	2277.634	1504.272	1474.585	1917.475	1612.66	2085.262	1409.357	1782.569	1959.667	2301.819
217911_s_at	1950.455	2103.263	1993.502	445.92	668.009	642.752	120.568	130.955	131.961	2198.464	2212.791	2120.451
217912_at	2573.782	1972.181	2714.403	1718.59	2332.951	2470.948	2240.687	2101.11	2232.101	2284.473	2102.238	2155.007
217913_at	1902.615	1482.692	2074.927	1511.537	1763.391	2122.696	1620.725	1596.911	1618.712	1191.639	1226.309	1344.922
217914_at	743.34	545.441	744.628	2050.635	1045.476	1886.755	2743.119	3854.801	2466.699	4902.325	4688.56	5194.119
217915_s_at	9515.676	10146.844	7312.413	11939.387	10018.337	11316.464	15877.78	12225.757	11579.021	6187.717	6498.292	5299.057
217916_s_at	3516.652	4310.292	3636.564	2625.364	2836.275	2722.652	4077.104	3759.1	4261.772	4365.589	5304.805	4854.132
217917_s_at	4380.272	4285.451	4554.833	4340.774	3468.461	3438.974	3737.735	3928.229	3149.006	4624.58	3637.789	4232.811
217918_at	8002.434	7912.457	9686.303	7507.656	5771.729	5481.36	5973.451	5658.149	4796.794	7070.167	6016.606	6096.992
217919_s_at	4655.728	5483.419	5269.295	4417.417	4836.331	4865.919	3383.513	3096.135	3415.429	3676.069	3523.271	3538.333
217920_at	375.18	449.05	352.028	378.61	368.921	390.557	576.066	438.822	508.839	389.015	421.328	423.094
217921_at	422.623	439.133	462.944	424.258	577.342	569.609	696.055	637.172	629.91	414.947	540.149	445.791
217922_at	1363.134	1423.624	1661.435	1145.922	1010.462	1108.012	2210.369	2172.701	1933.465	1251.417	1419.337	1318.083
217923_at	2637.95	2231.431	2201.067	3367.791	3272.927	3164.955	2635.042	2533.794	2883.958	1762.578	1351.334	1255.609
217924_at	398.523	509.137	518.625	1067.05	998.679	1137.947	703.189	758.127	715.732	1051.621	1055.378	936.258
217925_s_at	353.807	279.642	354.469	1017.889	660.025	802.335	600.514	819.118	614.093	946.44	1001.707	974.3
217926_at	5443.586	5208.953	6081.695	6339.18	6249.444	6279.08	4249.841	4910.286	3723.718	4993.071	4252.955	4007.801
217927_at	11432.78	13593.082	13069.751	12812.387	13365.102	13733.535	13251.279	13169.798	12226.538	13755.322	14438.723	14389.679
217928_s_at	1425.398	1227.002	1547.461	843.392	996.546	911.4	899.028	1013.784	1089.744	1095.883	1019.742	932.733
217929_s_at	32.813	29.962	37.917	146.577	37.249	28.656	224.631	54.401	54.459	43.796	204.423	165.1
217930_s_at	430.635	398.176	376.835	653.637	504.094	522.939	608.86	573.878	584.708	746.859	733.427	576.784
217931_at	849.923	580.046	859.999	1273.211	1213.034	1261.899	835.288	633.303	814.787	3433.917	3350.158	3405.176
217932_at	3073.464	3139.744	3298.05	2589.99	3329.11	2942.654	2834.407	2609.306	3173.264	2555.963	2505.616	2386.95
217933_s_at	4217.03	5656.958	4319.885	6932.231	7388.176	6875.929	6538.529	5855.435	8219.887	5501.329	6090.769	5744.32
217934_x_at	2702.704	2607.514	2995.085	1812.556	1997.617	2042.486	2457.409	2651.969	2674.592	4657.033	4102.164	4606.235
217935_s_at	1163.816	1193.365	1150.26	1537.53	1247.46	1264.453	1416.164	1475.311	1528.19	659.217	623.011	680.319
217936_at	1188.172	930.395	1138.92	372.624	458.947	557.065	378.419	435.786	385.938	31.595	84.341	47.194
217937_s_at	278.651	187.678	237.162	125.299	190.949	129.068	804.14	912.727	625.441	227.885	146.182	175.377
217938_s_at	5599.938	6218.583	5779.25	5844.433	5112.745	4667.559	8056.242	7561.212	8286.325	4683.123	4427.639	4500.905
217939_s_at	1573.885	1138.012	1599.851	2285.077	2219.139	2317.612	1871.198	2135.458	1831.943	2140.245	2051.828	2044.875
217940_s_at	3019.317	2264.022	2475.18	2388.793	1599.533	1698.15	212.681	237.723	280.032	1602.763	1545.405	1567.725
217941_s_at	3230.025	4160.761	3140.046	3250.823	3088.405	2636.838	2482.891	1972.062	2113.382	2611.393	2924.142	2556.592
217942_at	3733.612	3580.095	3681.275	4045.672	4246.521	3792.711	5288.333	4973.918	5174.559	3798.65	3624.74	3275.223
217943_s_at	2342.358	2174.28	2375.32	2048.356	2099.71	1912.152	1425.262	1506.711	1458.277	1448.554	1309.047	1452.921
217944_at	806.741	939.833	942.08	742.771	893.097	711.573	455.669	600.24	457.826	605.647	701.459	595.577
217945_at	4148.225	5412.421	4120.857	3954.87	3715.475	3546.037	7423.209	6687.411	7157.938	2617.301	3177.578	2525.639
217946_s_at	5705.717	5037.42	5495.88	6080.581	5408.397	6033.95	5470.528	4613.514	5386.68	4425.806	3722.669	4662.023
217947_at	5535.713	5902.97	5524.842	8717.813	10091.776	10943.223	6991.454	7464.337	7144.244	9079.824	8058.11	8847.021
217948_at	254.586	135.184	304.188	266.636	292.98	264.136	7.912	7.97	8.821	264.89	295.163	227.414
217949_s_at	2784.113	2833.08	2682.385	2427.733	1908.04	1948.67	2410.292	2764.624	2445.874	3502.73	3271.649	3056.908
217950_at	1243.96	1246.906	1391.89	1098.169	1108.171	1164.939	1063.908	1323.811	950.113	1455.998	1331.355	1439.369
217951_s_at	262.881	345.115	300.487	286.971	294.922	289.785	296.736	279.105	390.338	213.878	323.201	240.952
217952_x_at	1692.779	1611.599	1465.416	1717.461	1540.144	1703.987	1997.396	1890.313	1690.584	1339.079	1520.083	1308.652
217953_at	43.217	64.183	59.546	99.083	97.657	50.703	65.794	69.68	62.352	11.516	92.792	50.117
217954_s_at	1751.484	2043.582	1550.773	2014.906	1822.167	1741.362	2182.284	2117.694	2008.527	1465.032	1839.43	1847.626
217955_at	931.029	870.847	850.96	1046.044	892.009	863.06	1334.292	1458.61	1352.119	1362.765	1630.366	1386.179
217956_s_at	4431.385	6275.458	4254.706	6012.675	6500.714	5305.176	5016.702	4069.453	5587.971	3461.335	4018.678	3815.757
217957_at	5669.092	5915.685	5991.319	4220.661	4545.359	4528.561	3504.609	3299.323	4044.198	4297.555	3963.459	4011.156
217958_at	2931.342	2651.112	2838.938	3099.76	4348.254	4604.901	3291.252	2719.705	3243.53	3430.947	3027.106	3046.516
217959_s_at	1701.705	1848.083	1670.494	2453.61	3290.413	3514.544	2178.724	1867.568	2663.928	2101.791	2040.906	2244.166
217960_s_at	4004.297	4529.58	4444.769	2783.854	3676.922	3739.565	3639.196	3719.453	3909.385	3290.461	3099.444	2901.395
217961_at	1481.961	1532.921	1333.667	1846.906	1695.695	1675.172	2184.305	2042.134	2285.725	924.996	645.498	591.397
217962_at	10810.43	10979.142	12817.938	11875.605	12688.601	13729.178	9380.412	11069.905	9700.658	14466.377	11467.83	10883.296
217963_s_at	11505.829	11046.955	11726.519	93.736	29.472	47.323	22.716	22.042	72.248	11362.074	12544.016	11278.586
217964_at	4173.005	3886.085	3838.802	2364.121	2214.219	1912.385	3884.658	4111.725	3798.835	1243.525	1306.329	1280.774
217965_s_at	1153.317	1118.715	1065.985	1025.082	1009.667	1218.121	1274.889	946.586	1116.43	739.103	838.409	925.521
217966_s_at	177.274	83.695	148.864	149.606	405.933	380.602	621.204	596.626	646.433	666.275	922.737	627.413
217967_s_at	376.812	190.87	228.202	266.119	719.329	720.181	1742.402	1647.835	2247.469	1475.634	2482.259	1793.784
217968_at	2120.323	1773.189	1854.508	1382.435	1043.063	1051.549	1214.23	1349.147	939.837	1051.421	912.868	1053.942
217969_at	5223.281	4291.293	4670.954	6103.341	4501.5	3914.3	6775.768	7053.544	5673.575	3451.358	3228.477	3187.946
217970_s_at	1997.261	2387.104	2009.882	1782.019	1856.356	1742.271	958.02	1090.975	1006.984	1798.326	1584.583	1901.735
217971_at	1576.686	1856.312	1809.105	2806.265	3493.247	3737.667	2328.835	1995.338	2174.654	2917.393	2955.748	2681.038
217972_at	6804.518	5148.467	5686.083	4483.008	5006.653	5419.492	5126.133	5756.187	6382.184	6813.053	5340.948	6660.298
217973_at	1269.674	1069.394	1261.264	3544.501	3260.96	3008.471	3228.076	3160.086	3068.551	4180.029	3924.566	4118.406
217974_at	964.065	1375.967	1210.912	572.248	441.221	482.638	192.514	105.385	176.113	731.641	719.531	764.544
217975_at	1687.46	2258.022	1665.289	36.693	61.852	66.557	63.603	40.217	21.969	1247.726	1602.381	1217.9
217976_s_at	1495.611	1801.335	1342.685	848.346	1073.096	996.215	1167.136	862.331	1168.116	480.328	800.874	678.048
217977_at	1534.024	1315.352	1621.1	1984.223	1914.004	2262.473	2271.623	2605.003	2034.515	4259.884	4038.153	4195.727
217978_s_at	3025.094	3011.25	3126.552	2896.792	3016.896	3078.021	3232.042	3623.51	3437.136	4572.357	4544.849	4495.175
217979_at	4234.323	4407.134	4412.179	73.914	52.948	83.669	137.301	122.727	67.989	309.875	428.67	295.307
217980_s_at	4152.42	3798.515	4062.473	5100.988	5266.002	5278.922	4303.64	4409.295	4441.238	3261.398	2826.515	3136.433
217981_s_at	1027.713	726.516	1116.01	608.028	709.531	719.495	586.959	675.531	524.694	1151.72	489.493	827.569
217982_s_at	8796.069	11627.972	9410.743	11312.826	12603.493	11595.395	12832.236	11927.02	13190.129	13477.998	14101.749	13239.761
217983_s_at	1141.523	1599.912	1101.333	3668.404	1256.042	1276.772	3158.686	3925.89	1691.252	21773.613	20047.395	19820.117
217984_at	951.004	591.019	1198.43	1656.7	758.594	771.873	1313.615	1548.814	913.052	14972.239	13199.915	14154.316
217985_s_at	1196.186	2022.449	1429.844	2170.717	2893.576	2422.772	3004.649	2718.979	4048.306	5435.367	6879.913	6183.817
217986_s_at	1488.347	2238.857	1782.216	1938.412	3083.365	2917.636	3520.24	3077.524	3305.454	6359.344	8020.056	7350.821
217987_at	2908.176	3319.024	2862.121	2945.962	3462.173	3718.187	3084.118	2767.822	3425.643	2513.823	2697.793	2433.815
217988_at	3925.581	2520.601	2575.682	8820.448	3595.359	4073.938	9409.757	10918.777	6200.929	3577.856	2791.849	2447.102
217989_at	1685.859	1389.518	1669.204	2232.134	1068.115	1099.472	820.157	941.275	487.832	6002.304	5797.768	6123.322
217990_at	2192.387	1971.789	2029.692	2344.814	1461.28	1617.463	1779.304	1864.517	1673.298	1478.86	1348.607	1675.343
217991_x_at	1543.048	1238.889	1389.641	418.193	387.441	556.891	371.062	615.013	454.844	715.891	665.552	886.064
217992_s_at	1541.992	1529.296	1900.313	2219.939	2489.363	2220.759	2614.871	3012.308	3039.233	3010.347	2572.997	2567.164
217993_s_at	5454.421	6265.287	5314.442	8374.472	7150.219	7333.862	5770.083	5252.783	5364.003	5448.533	6152.731	5696.26
217994_x_at	1829.807	1371.592	1593.906	2209.032	2117.027	1807.967	2420.235	2677.876	2446.299	1666.277	1109.906	1530.264
217995_at	1122.61	790.837	1165.199	1618.206	902.685	959.537	68.162	53.743	56.561	3148.701	3685.661	3883.208
217996_at	164.431	80.791	72.248	954.365	1310.653	1230.923	50.313	89.78	75.189	156.527	127.817	103.436
217997_at	118.284	62.898	72.032	416.362	536.101	499.745	45.042	74.004	27.755	137.393	91.883	82.919
217998_at	554.983	199.667	347.663	228.171	349.332	419.227	152.621	166.423	246.729	363.373	288.47	156.165
217999_s_at	112.77	91.518	29.833	218.316	247.422	275.009	16.574	104.855	74.776	84.589	90.409	32.265
218000_s_at	7.624	14.732	12.454	23.842	87.641	50.497	9.432	9.244	10.82	9.244	10.917	10.108
218001_at	1887.204	1781.275	1951.05	2470.596	2702.008	2592.869	2943.24	2830.476	2897.978	1775.004	1544.894	1573.669
218002_s_at	43.962	10.043	7.561	35.651	11.759	14.15	9.728	10.493	7.524	11.921	8.362	5.128
218003_s_at	7088.22	8226.817	7288.129	7253.432	8552.739	8428.422	7825.544	6411.837	6380.484	4130.489	3913.946	4134.943
218004_at	801.034	778.387	849.248	947.391	524.227	645.95	668.91	680.155	658.17	679.365	584.559	394.665
218005_at	7395.087	7231.24	6431.224	3971.246	5052.965	4077.787	3312.656	2888.422	3965.828	2843.416	2876.552	2641.807
218006_s_at	4381.5	4799.94	4944.337	2994.533	3212.856	2936.009	2285.024	2234.178	2380.552	1702.895	1659.273	1729.476
218007_s_at	4627.313	5003.087	4463.519	14759.634	12988.423	13407.336	10435.008	9744.912	9219.289	11961.888	11061.525	11059.55
218008_at	1686.739	1823.911	1747.411	1863.254	2123.384	1997.55	1698.659	1607.378	2083.511	2880.96	2799.163	2432.375
218009_s_at	4913.049	4833.71	4781.925	3849.141	3713.82	3748.141	4445.694	4305.533	5127.424	5109.413	5168.966	4463.776
218010_x_at	1110.638	796.22	1069.974	881.652	655.511	737.508	658.068	997.306	730.451	1818.744	1931.912	1801.4
218011_at	7380.417	8676.916	8151.678	7597.541	5925.485	6146.698	5322.723	5972.074	5448.845	11868.497	10816.225	10944.887
218012_at	430.949	330.025	121.183	654.053	515.792	528.456	692.266	693.998	896.966	94.993	309.463	327.38
218013_x_at	1344.767	1409.849	1090.952	717.62	831.8	699.062	648.798	656.647	812.113	1186.326	1518.795	1493.607
218014_at	2429.538	2669.683	2716.687	2577.805	3186.846	2990.82	2178.871	1961.046	2540.964	3502.408	3202.09	3607.882
218015_s_at	20.209	86.16	49.731	68.958	117.68	42.614	78.597	51.656	68.526	86.146	83.134	31.589
218016_s_at	2796.625	3129.787	3183.496	3014.222	3377.184	3297.939	4729.531	3778.725	3916.511	1806.326	1903.107	1841.897
218017_s_at	256.145	327.863	216.731	295.917	140.458	154.6	604.755	794.887	478.692	2705.051	2882.266	2642.073
218018_at	1049.999	1100.982	646.432	997.226	1216.481	1552.017	762.203	866.813	743.232	968.889	945.1	1363.048
218019_s_at	1182.632	1152.578	971.468	1650.019	1227.1	1698.144	1109.4	866.792	1030.7	1789.505	1861.752	1768.116
218020_s_at	1192.041	811.592	994.511	884.738	678.008	688.885	919.591	831.496	681.358	1076.208	902.192	896.03
218021_at	1677.251	1392.618	1482.855	1693.569	1070.044	963.737	422.029	663.316	476.664	1729.498	1735.588	1706.15
218022_at	1802.354	1447.799	1786.801	1082.925	719.401	646.15	997.932	1161.442	736.858	1528.215	1214.368	1255.25
218023_s_at	1855.09	1689.657	1893.919	1211.687	1377.767	1559.517	1868.314	2009.833	1879.029	1871.551	1492.235	1699.046
218024_at	2422.011	3123.44	2930.076	4327.775	4582.731	4430.915	3377.667	2789.491	3507.52	4447.829	5424.299	5322.609
218025_s_at	5037.818	5156.165	5584.273	2859.14	2105.873	2127.249	3529.236	3682.253	2867.676	631.825	577.887	527.176
218026_at	2550.155	2820.656	2989.82	5270.761	6123.893	5932.919	2181.076	2147.873	2285.409	4300.251	4052.641	4347.188
218027_at	4186.97	4746.12	4690.859	4566.153	6760.045	6731.835	6674.959	6092.623	6586.865	5748.13	5456.024	5498.559
218028_at	884.512	1043.49	997.216	1550.513	1443.157	1451.163	1493.6	1544.617	1790.731	3134.115	2554.097	2716.005
218029_at	673.676	358.862	572.965	39.379	50.904	47.718	57.699	125.098	60.924	551.7	271.197	198.849
218030_at	1089.688	821.387	1109.226	639.634	555.724	600.05	576.728	637.839	831.136	821.74	1049.822	979.924
218031_s_at	2277.049	1995.885	2072.878	1505.987	909.732	871.239	737.555	782.927	639.96	1612.256	1794.55	1711.152
218032_at	1911.79	1578.322	1798.363	1182.792	808.481	774.98	1318.232	1499.012	1505.196	741.312	867.903	768.404
218033_s_at	269.405	231.242	424.23	322.739	142.41	172.434	282.829	302.706	259.467	150.891	144.378	173.262
218034_at	1923.442	1649.822	1682.551	2925.318	2481.962	2699.084	4241.396	4385.271	3942.825	1878.333	1866.45	1911.115
218035_s_at	31.249	11.434	20.171	2516.955	2780.708	2799.225	46.315	26.275	17.039	965.634	795.828	767.496
218036_x_at	1341.199	1495.465	1467.825	2075.372	2287.373	2338.013	2250.142	2301.88	1801.889	1656.565	1860.792	1486.902
218037_at	1076.239	1132.447	1123.207	1107.53	1011.677	979.719	1643.637	1412.127	1545.011	1661.177	1312.04	1587.359
218038_at	1266.004	1026.558	1497.788	1227.924	1272.478	1156.417	1431.332	1335.685	1214.834	1348.14	1101.988	1450.144
218039_at	5959.583	6672.88	5619.481	9761.57	9588.121	9640.432	6912.444	6644.856	8013.442	7858.807	8044.517	8133.125
218040_at	843.472	1246.775	1030.454	843.441	1302.069	1283.869	703.93	514.343	912.921	717.84	959.072	888.435
218041_x_at	7732.365	5315.729	5012.474	7201.266	5524.262	5050.083	3646.909	3798.396	3331.217	6086.654	5659.864	5827.051
218042_at	5357.551	6335.538	5243.392	3851.953	4111.712	4627.182	4604.339	3917.32	4413.762	2619.3	2638.427	2577.477
218043_s_at	1433.807	1629.784	974.605	963.68	868.721	707.444	569.142	633.97	489.221	1042.528	1075.789	1062.994
218044_x_at	12.978	9.491	7.316	15.284	7.993	5.321	8.352	23.067	26.688	8.492	7.687	9.73
218045_x_at	136.872	116.633	119.529	170.432	218.368	211.449	120.402	50.963	100.327	91.293	210.568	72.928
218046_s_at	2498.189	2404.319	2340.385	3895.11	3702.182	3903.465	4696.942	4464.566	3945.258	2765.999	2319.481	2161.385
218047_at	3338.643	3172.016	2773.187	14552.552	8894.742	8948.082	5423.152	5159.075	4792.224	5251.801	4946.901	4905.917
218048_at	4759.068	4267.669	5040.131	3204.554	3504.938	3507.002	2317.867	2747.292	1839.604	9369.478	7541.153	7636.605
218049_s_at	3449.507	3446.924	3342.826	4212.695	4526.85	4668.031	5054.542	4674.125	4833.04	4718.631	4632.398	4494.103
218050_at	2438.554	3020.186	2386.898	1647.335	1666.863	2040.284	2573.69	1907.244	2589.273	1068.693	1051.791	1131.009
218051_s_at	2777.905	2593.245	3130.939	2397.841	2985.769	3029.037	2349.266	2593.069	2801.631	1655.812	2070.663	1659.904
218052_s_at	1351.977	1588.56	1582.276	1516.782	1721.046	1647.224	2276.707	2154.471	2220.885	2958.74	2733.18	3067.053
218053_at	5407.881	7549.158	5995.57	8019.098	8420.843	7297.173	9927.976	8994.225	10526.396	8616.636	9729.814	9085.756
218054_s_at	124.339	90.139	70.638	79.217	121.91	128.042	107.931	111.034	72.19	25.331	141.638	44.9
218055_s_at	1214.833	1065.527	962.755	2025.761	1300.759	1322.411	2082.339	2355.726	1693.002	1853.279	2042.024	2050.534
218056_at	1596.429	1629.053	1292.823	2195.565	2106.888	2237.334	2252.205	2276.07	2269.878	1900.956	1826.303	1599.885
218057_x_at	3264.971	3294.386	3511.902	2371.707	3471.769	3219.868	2625.27	2662.958	2779.98	2096.698	1936.224	2106.314
218058_at	2404.344	2133.467	2466.372	1443.052	1716.617	1792.35	960.774	1254.262	1043.329	1944.53	1627.434	1591.828
218059_at	5337.445	5749.521	5770.229	9402.98	8738.824	9244.74	7414.828	8289.938	7946.146	8138.858	6557.986	6516.823
218060_s_at	1138.927	1206.034	1025.527	451.35	607.789	552.333	525.084	613.074	763.792	1093.035	1130.447	1225.671
218061_at	5556.974	5409.782	6260.636	3999.895	4455.949	4595.162	3695.293	4349.34	3768.8	5584.683	4752.183	5052.875
218062_x_at	471.406	242.754	164.41	632.708	552.423	547.642	123.929	34.751	181.643	432.387	262.831	364.933
218063_s_at	8.114	5.524	9.521	13.002	14.333	5.34	5.294	7.874	11.744	8.987	5.888	6.018
218064_s_at	1021.394	760.759	889.636	779.403	550.319	518.678	816.212	806.983	779.874	821.8	880.321	811.212
218065_s_at	1286.87	1301.438	1327.56	1380.275	1661.149	1592.316	1635.864	1466.326	1452.888	2006.713	2384.256	1871.489
218066_at	3891.896	3902.994	4712.014	55.986	146.167	91.636	73.01	227.897	38.35	184.375	199.719	210.464
218067_s_at	5169.336	7392.036	5637.604	4907.005	5329.32	5338.748	5450.837	3875.525	5017.448	2452.767	2779.936	2898.833
218068_s_at	1117.401	902.312	1095.559	1444.804	1214.732	1252.39	1311.092	1245.978	1438.588	2078.078	2006.846	2130.715
218069_at	4129.32	4712.825	5344.111	5064.621	7584.741	8307.768	4635.202	5082.876	5889.186	4208.724	3356.706	3600.753
218070_s_at	702.315	579.533	577.945	623.695	628.844	609.531	603.646	631.059	488.194	607.786	481.353	694.527
218071_s_at	1132.194	1281.842	1038.878	1066.848	977.537	834.14	902.203	981.748	1124.516	1083.434	1555.087	1040.611
218072_at	1613.975	1167.485	1270.5	641.723	602.016	656.456	868.283	614.456	821.393	1104.121	824.998	798.629
218073_s_at	2102.148	2356.741	2128.834	2449.757	3346.125	3307.86	2406.083	2371.128	2930.664	3543.445	3877.868	4054.514
218074_at	7846.581	7796.576	7381.199	7600.755	6942.17	6429.133	4144.894	4881.551	4695.203	4477.127	4460.706	4312.025
218075_at	1238.82	1577.821	1618.281	840.086	868.703	1107.098	469.402	640.97	909.818	646.573	787.008	631.398
218076_s_at	1453.583	1206.122	1450.683	625.585	766.74	718.205	1668.924	1914.232	2171.541	2677.087	2085.231	2023.594
218077_s_at	547.949	506.532	617.355	554.998	636.477	578.208	492.96	400.41	584.101	911.321	898.878	971.53
218078_s_at	1432.21	1312.104	1382.409	779.034	924.766	882.252	915.543	920.493	866.369	1592.381	1742.706	1879.988
218079_s_at	3167.577	2678.626	2720.827	2076.969	1651.48	1637.685	2338.468	2414.182	2117.203	2247.418	2304.572	2039.855
218080_x_at	2526.091	2752.891	2931.864	2386.96	1990.523	2103.769	2497.582	2777.417	2414.069	3787.197	4057.203	3938.846
218081_at	453.478	759.843	793.29	696.269	773.208	928.683	1007.365	1149.432	1081.528	756.177	708.678	886.235
218082_s_at	3340.19	4181.879	4179.847	3526.596	4714.909	4753.492	5994.59	5127.656	5615.287	5487.708	5581.373	5076.786
218083_at	1069.032	746.723	902.303	1012.148	1256.313	1246.061	1122.808	1324.227	1201.905	861.855	838.773	798.378
218084_x_at	2524.847	1948.962	2781.744	7265.395	3976.038	5039.838	4536.749	4930.403	3355.393	3527.915	3311.184	3229.268
218085_at	1791.865	2072.588	1492.597	2472.382	1590.272	1341.487	1576.702	1193.581	1515.095	1350.019	1688.047	1582.119
218086_at	354.328	351.844	289.82	33.085	14.321	25.592	9.523	15.79	21.784	845.815	917.494	752.555
218087_s_at	7.445	14.464	11.053	21.807	13.536	41.033	4.876	30.209	6.789	6.069	1.128	1.647
218088_s_at	1646.401	1641.078	1683.937	1701.315	1604.594	1567.941	1749.641	2191.353	1864.439	1602.446	1518.349	1545.755
218089_at	1658.367	1767.105	1606.273	1225.676	1226.543	1338.567	1071.674	1305.629	1161.706	1269.008	998.24	1058.471
218090_s_at	883.196	925.473	604.433	2120.298	1822.229	1591.615	2617.936	2277.87	2318.943	744.966	947.066	879.603
218091_at	1647.623	1454.837	1674.586	1343.539	1538.046	1860.286	1741.033	1785.241	1681.61	1031.595	1281.367	1077.953
218092_s_at	2268.724	2445.574	2181.056	2250.566	3017.147	2901.042	2646.279	2319.762	2673.267	1638.504	1919.392	1772.913
218093_s_at	1142.74	1335.547	1089.761	587.428	553.42	641.605	767.793	566.508	777.608	600.655	691.655	636.544
218094_s_at	4171.974	2616.792	3598.392	267.793	337.673	308.016	106.75	145.139	200.978	1404.457	1016.328	1237.356
218095_s_at	950.912	1361.597	1074.82	2175.994	2870.11	2646.393	2408.492	1982.263	2489.386	2042.533	2302.573	2550.948
218096_at	2603.641	3756.205	3115.163	15874.949	13912.528	13348.016	4519.224	4673.841	5554.615	4633.099	4585.689	4423.074
218097_s_at	4321.069	4552.983	4347.291	5103.454	3079.765	3357.105	4590.688	4459.605	4248.687	3357.771	2808.696	3108.917
218098_at	1253.372	1623.418	1579.852	1570.086	1912.929	1758.091	3177.559	3201.507	3590.495	1585.333	1976.777	1789.419
218099_at	724.189	738.714	693.716	853.202	836.431	951.665	871.93	650.909	671.408	1271.86	1528.452	1377.429
218100_s_at	849.422	964.696	621.583	1189.169	1386.343	1313.407	4154.712	4002.942	3394.03	510.127	814.902	632.366
218101_s_at	8954.696	9837.124	8811.721	9038.078	9728.7	9458.641	8032.541	7872.934	8412.8	10315.982	10542.621	11579.302
218102_at	1736.748	1965.985	1772.619	3378.237	2464.034	2550.716	2897.039	3177.608	2567.73	1560.483	1620.441	1560.427
218103_at	2824.41	2483.521	2825.946	1487.412	2311.057	2501.306	1654.249	1613.481	1854.686	1500.474	1242.589	1433.556
218104_at	1092.475	1225.367	1193.661	1802.858	2436.918	2345.057	2436.978	2390.027	2617.226	1260.492	1034.204	1233.763
218105_s_at	2980.96	2412.592	2976.582	3396.803	4466.223	4326.009	6078.173	6963.652	5774.982	2107.369	1776.697	1854.309
218106_s_at	2671.991	2625.557	2312.015	3050.301	3009.383	3015.886	3213.263	2867.937	3362.352	3143.302	3697.262	3482.107
218107_at	3632.762	3920.907	3720.552	2831.806	3171.626	3081.154	4076.997	4544.106	3277.959	5611.756	5537.747	5050.877
218108_at	3606.257	4109.104	3372.017	2910.397	2853.978	2902.513	1795.261	1693.553	1786.761	2806.32	3123.033	2982.421
218109_s_at	1142.187	1092.159	1238.176	1521.872	1559.162	1307.107	3811.762	3244.696	3366.617	12311.562	12392.276	12745.158
218110_at	301.393	334.424	381.331	257.462	402.36	466.453	265.961	254.786	323.194	242.101	209.703	350.802
218111_s_at	955.631	962.919	959.069	955.707	814.24	844.326	1014.932	1034.48	903.855	1149.599	1204.092	1207.765
218112_at	2145.287	2048.17	2397.523	3293.509	3138.287	3271.345	3252.28	3045.23	3711.99	2445.271	2026.925	2334.023
218113_at	201.062	131.952	128.495	41.68	31.909	130.793	33.931	71.672	31.193	205.737	235.403	230.643
218114_at	1731.476	613.004	1225.623	909.33	832.519	836.592	761.844	1069.866	709.87	710.453	624.041	539.937
218115_at	2986.261	2773.935	2957.776	4122.065	4735.183	4594.448	2558.346	2534.268	2962.52	4303.761	3899.25	4191.784
218116_at	2201.289	2619.981	2573.442	891.768	1025.304	1224.958	1718.258	1720.288	1803.281	1008.272	1370.565	1093.222
